DATE,SP500,DGS10,UNRATE,CPIAUCSL,DCOILWTICO,NASDAQCOM
2021-03-26,3974.54,1.67,6.1,264.847,60.93,13138.72
2021-03-29,3971.09,1.73,6.1,264.847,61.49,13059.65
2021-03-30,3958.55,1.73,6.1,264.847,60.55,13045.39
2021-03-31,3972.89,1.74,6.1,264.847,59.19,13246.87
2021-04-01,4019.87,1.69,6.1,266.625,61.41,13480.11
2021-04-02,4019.87,1.72,6.1,266.625,61.41,13480.11
2021-04-05,4077.91,1.73,6.1,266.625,58.73,13705.59
2021-04-06,4073.94,1.67,6.1,266.625,59.34,13698.38
2021-04-07,4079.95,1.68,6.1,266.625,59.77,13688.84
2021-04-08,4097.17,1.64,6.1,266.625,59.61,13829.31
2021-04-09,4128.8,1.67,6.1,266.625,59.29,13900.19
2021-04-12,4127.99,1.69,6.1,266.625,59.7,13850.0
2021-04-13,4141.59,1.64,6.1,266.625,60.2,13996.1
2021-04-14,4124.66,1.64,6.1,266.625,63.15,13857.84
2021-04-15,4170.42,1.56,6.1,266.625,63.42,14038.76
2021-04-16,4185.47,1.59,6.1,266.625,63.16,14052.34
2021-04-19,4163.26,1.61,6.1,266.625,63.33,13914.77
2021-04-20,4134.94,1.58,6.1,266.625,62.61,13786.27
2021-04-21,4173.42,1.57,6.1,266.625,61.34,13950.22
2021-04-22,4134.98,1.57,6.1,266.625,61.45,13818.41
2021-04-23,4180.17,1.58,6.1,266.625,62.18,14016.81
2021-04-26,4187.62,1.58,6.1,266.625,62.02,14138.78
2021-04-27,4186.72,1.63,6.1,266.625,63.03,14090.22
2021-04-28,4183.18,1.63,6.1,266.625,63.81,14051.03
2021-04-29,4211.47,1.65,6.1,266.625,65.0,14082.55
2021-04-30,4181.17,1.65,6.1,266.625,63.5,13962.68
2021-05-01,4181.17,1.65,5.8,268.404,63.5,13962.68
2021-05-03,4192.66,1.63,5.8,268.404,64.46,13895.12
2021-05-04,4164.66,1.61,5.8,268.404,65.72,13633.5
2021-05-05,4167.59,1.59,5.8,268.404,65.63,13582.42
2021-05-06,4201.62,1.58,5.8,268.404,64.73,13632.84
2021-05-07,4232.6,1.6,5.8,268.404,64.96,13752.24
2021-05-10,4188.43,1.63,5.8,268.404,64.92,13401.86
2021-05-11,4152.1,1.64,5.8,268.404,65.31,13389.43
2021-05-12,4063.04,1.69,5.8,268.404,65.96,13031.68
2021-05-13,4112.5,1.66,5.8,268.404,63.82,13124.99
2021-05-14,4173.85,1.63,5.8,268.404,65.32,13429.98
2021-05-17,4163.29,1.64,5.8,268.404,66.24,13379.05
2021-05-18,4127.83,1.64,5.8,268.404,65.49,13303.64
2021-05-19,4115.68,1.68,5.8,268.404,63.28,13299.74
2021-05-20,4159.12,1.63,5.8,268.404,61.95,13535.74
2021-05-21,4155.86,1.63,5.8,268.404,63.61,13470.99
2021-05-24,4197.05,1.61,5.8,268.404,66.13,13661.17
2021-05-25,4188.13,1.56,5.8,268.404,66.27,13657.17
2021-05-26,4195.99,1.58,5.8,268.404,66.41,13738.0
2021-05-27,4200.88,1.61,5.8,268.404,66.87,13736.28
2021-05-28,4204.11,1.58,5.8,268.404,66.31,13748.74
2021-05-31,4204.11,1.58,5.8,268.404,66.31,13748.74
2021-06-01,4202.04,1.62,5.9,270.71,67.8,13736.48
2021-06-02,4208.12,1.59,5.9,270.71,68.79,13756.33
2021-06-03,4192.85,1.63,5.9,270.71,68.81,13614.51
2021-06-04,4229.89,1.56,5.9,270.71,69.57,13814.49
2021-06-07,4226.52,1.57,5.9,270.71,69.21,13881.72
2021-06-08,4227.26,1.53,5.9,270.71,70.11,13924.91
2021-06-09,4219.55,1.5,5.9,270.71,69.9,13911.75
2021-06-10,4239.18,1.45,5.9,270.71,70.34,14020.33
2021-06-11,4247.44,1.47,5.9,270.71,71.0,14069.42
2021-06-14,4255.15,1.51,5.9,270.71,70.94,14174.14
2021-06-15,4246.59,1.51,5.9,270.71,72.06,14072.86
2021-06-16,4223.7,1.57,5.9,270.71,72.03,14039.68
2021-06-17,4221.86,1.52,5.9,270.71,71.06,14161.35
2021-06-18,4166.45,1.45,5.9,270.71,71.64,14030.38
2021-06-21,4224.79,1.5,5.9,270.71,73.64,14141.48
2021-06-22,4246.44,1.48,5.9,270.71,73.15,14253.27
2021-06-23,4241.84,1.5,5.9,270.71,73.11,14271.73
2021-06-24,4266.49,1.49,5.9,270.71,73.31,14369.71
2021-06-25,4280.7,1.54,5.9,270.71,74.21,14360.39
2021-06-28,4290.61,1.49,5.9,270.71,72.98,14500.51
2021-06-29,4291.8,1.49,5.9,270.71,73.14,14528.33
2021-06-30,4297.5,1.45,5.9,270.71,73.52,14503.95
2021-07-01,4319.94,1.48,5.4,271.965,75.33,14522.38
2021-07-02,4352.34,1.44,5.4,271.965,75.37,14639.33
2021-07-05,4352.34,1.44,5.4,271.965,75.37,14639.33
2021-07-06,4343.54,1.37,5.4,271.965,73.62,14663.64
2021-07-07,4358.13,1.33,5.4,271.965,72.22,14665.06
2021-07-08,4320.82,1.3,5.4,271.965,72.98,14559.78
2021-07-09,4369.55,1.37,5.4,271.965,74.56,14701.92
2021-07-12,4384.63,1.38,5.4,271.965,74.21,14733.24
2021-07-13,4369.21,1.42,5.4,271.965,75.24,14677.65
2021-07-14,4374.3,1.37,5.4,271.965,73.06,14644.95
2021-07-15,4360.03,1.31,5.4,271.965,71.67,14543.13
2021-07-16,4327.16,1.31,5.4,271.965,71.76,14427.24
2021-07-19,4258.49,1.19,5.4,271.965,66.45,14274.98
2021-07-20,4323.06,1.23,5.4,271.965,67.32,14498.88
2021-07-21,4358.69,1.3,5.4,271.965,70.26,14631.95
2021-07-22,4367.48,1.27,5.4,271.965,72.15,14684.6
2021-07-23,4411.79,1.3,5.4,271.965,72.24,14836.99
2021-07-26,4422.3,1.29,5.4,271.965,72.15,14840.71
2021-07-27,4401.46,1.25,5.4,271.965,71.68,14660.58
2021-07-28,4400.64,1.26,5.4,271.965,72.37,14762.58
2021-07-29,4419.15,1.28,5.4,271.965,73.62,14778.26
2021-07-30,4395.26,1.24,5.4,271.965,73.93,14672.68
2021-08-01,4395.26,1.24,5.1,272.752,73.93,14672.68
2021-08-02,4387.16,1.2,5.1,272.752,71.31,14681.07
2021-08-03,4423.15,1.19,5.1,272.752,70.64,14761.29
2021-08-04,4402.66,1.19,5.1,272.752,68.19,14780.53
2021-08-05,4429.1,1.23,5.1,272.752,69.1,14895.12
2021-08-06,4436.52,1.31,5.1,272.752,68.26,14835.76
2021-08-09,4432.35,1.33,5.1,272.752,66.56,14860.18
2021-08-10,4436.75,1.36,5.1,272.752,68.33,14788.09
2021-08-11,4447.7,1.35,5.1,272.752,69.3,14765.14
2021-08-12,4460.83,1.36,5.1,272.752,69.12,14816.26
2021-08-13,4468.0,1.29,5.1,272.752,68.36,14822.9
2021-08-16,4479.71,1.26,5.1,272.752,67.44,14793.76
2021-08-17,4448.08,1.26,5.1,272.752,66.5,14656.18
2021-08-18,4400.27,1.27,5.1,272.752,65.36,14525.91
2021-08-19,4405.8,1.24,5.1,272.752,63.69,14541.79
2021-08-20,4441.67,1.26,5.1,272.752,62.25,14714.66
2021-08-23,4479.53,1.25,5.1,272.752,65.65,14942.65
2021-08-24,4486.23,1.29,5.1,272.752,67.5,15019.8
2021-08-25,4496.19,1.35,5.1,272.752,68.54,15041.86
2021-08-26,4470.0,1.34,5.1,272.752,67.42,14945.81
2021-08-27,4509.37,1.31,5.1,272.752,68.84,15129.5
2021-08-30,4528.79,1.29,5.1,272.752,69.28,15265.89
2021-08-31,4522.68,1.3,5.1,272.752,68.43,15259.24
2021-09-01,4524.09,1.31,4.7,273.942,68.63,15309.38
2021-09-02,4536.95,1.29,4.7,273.942,70.07,15331.18
2021-09-03,4535.43,1.33,4.7,273.942,69.34,15363.52
2021-09-06,4535.43,1.33,4.7,273.942,69.34,15363.52
2021-09-07,4520.03,1.38,4.7,273.942,68.49,15374.33
2021-09-08,4514.07,1.35,4.7,273.942,69.36,15286.64
2021-09-09,4493.28,1.3,4.7,273.942,68.26,15248.25
2021-09-10,4458.58,1.35,4.7,273.942,69.82,15115.49
2021-09-13,4468.73,1.33,4.7,273.942,70.54,15105.58
2021-09-14,4443.05,1.28,4.7,273.942,70.53,15037.76
2021-09-15,4480.7,1.31,4.7,273.942,72.59,15161.53
2021-09-16,4473.75,1.34,4.7,273.942,72.69,15181.92
2021-09-17,4432.99,1.37,4.7,273.942,72.09,15043.97
2021-09-20,4357.73,1.31,4.7,273.942,70.41,14713.9
2021-09-21,4354.19,1.33,4.7,273.942,70.51,14746.4
2021-09-22,4395.64,1.32,4.7,273.942,72.37,14896.85
2021-09-23,4448.98,1.41,4.7,273.942,73.43,15052.24
2021-09-24,4455.48,1.47,4.7,273.942,74.18,15047.7
2021-09-27,4443.11,1.48,4.7,273.942,75.54,14969.97
2021-09-28,4352.63,1.54,4.7,273.942,75.44,14546.68
2021-09-29,4359.46,1.55,4.7,273.942,75.06,14512.44
2021-09-30,4307.54,1.52,4.7,273.942,75.22,14448.58
2021-10-01,4357.04,1.48,4.5,276.528,76.01,14566.7
2021-10-04,4300.46,1.49,4.5,276.528,77.68,14255.48
2021-10-05,4345.72,1.54,4.5,276.528,79.17,14433.83
2021-10-06,4363.55,1.53,4.5,276.528,77.66,14501.91
2021-10-07,4399.76,1.58,4.5,276.528,78.46,14654.02
2021-10-08,4391.34,1.61,4.5,276.528,79.55,14579.54
2021-10-11,4361.19,1.61,4.5,276.528,80.64,14486.2
2021-10-12,4350.65,1.59,4.5,276.528,80.75,14465.92
2021-10-13,4363.8,1.56,4.5,276.528,80.67,14571.64
2021-10-14,4438.26,1.52,4.5,276.528,81.43,14823.43
2021-10-15,4471.37,1.59,4.5,276.528,82.39,14897.34
2021-10-18,4486.46,1.59,4.5,276.528,82.62,15021.81
2021-10-19,4519.63,1.65,4.5,276.528,83.19,15129.09
2021-10-20,4536.19,1.65,4.5,276.528,84.4,15121.68
2021-10-21,4549.78,1.68,4.5,276.528,82.64,15215.7
2021-10-22,4544.9,1.66,4.5,276.528,84.53,15090.2
2021-10-25,4566.48,1.64,4.5,276.528,84.64,15226.71
2021-10-26,4574.79,1.63,4.5,276.528,85.64,15235.71
2021-10-27,4551.68,1.54,4.5,276.528,82.66,15235.84
2021-10-28,4596.42,1.57,4.5,276.528,82.78,15448.12
2021-10-29,4605.38,1.55,4.5,276.528,83.5,15498.39
2021-11-01,4613.67,1.58,4.1,278.824,84.08,15595.92
2021-11-02,4630.65,1.56,4.1,278.824,83.91,15649.6
2021-11-03,4660.57,1.6,4.1,278.824,80.82,15811.58
2021-11-04,4680.06,1.53,4.1,278.824,78.88,15940.31
2021-11-05,4697.53,1.45,4.1,278.824,81.25,15971.59
2021-11-08,4701.7,1.51,4.1,278.824,81.96,15982.36
2021-11-09,4685.25,1.46,4.1,278.824,84.12,15886.54
2021-11-10,4646.71,1.56,4.1,278.824,81.23,15622.71
2021-11-11,4649.27,1.56,4.1,278.824,81.47,15704.28
2021-11-12,4682.85,1.58,4.1,278.824,80.87,15860.96
2021-11-15,4682.8,1.63,4.1,278.824,80.85,15853.85
2021-11-16,4700.9,1.63,4.1,278.824,80.76,15973.86
2021-11-17,4688.67,1.6,4.1,278.824,78.32,15921.57
2021-11-18,4704.54,1.59,4.1,278.824,78.92,15993.71
2021-11-19,4697.96,1.54,4.1,278.824,76.11,16057.44
2021-11-22,4682.94,1.63,4.1,278.824,76.74,15854.76
2021-11-23,4690.7,1.67,4.1,278.824,78.32,15775.14
2021-11-24,4701.46,1.64,4.1,278.824,78.32,15845.23
2021-11-25,4701.46,1.64,4.1,278.824,78.32,15845.23
2021-11-26,4594.62,1.48,4.1,278.824,78.32,15491.66
2021-11-29,4655.27,1.52,4.1,278.824,69.88,15782.83
2021-11-30,4567.0,1.43,4.1,278.824,66.14,15537.69
2021-12-01,4513.04,1.43,3.9,280.806,65.44,15254.05
2021-12-02,4577.1,1.44,3.9,280.806,66.6,15381.32
2021-12-03,4538.43,1.35,3.9,280.806,66.39,15085.47
2021-12-06,4591.67,1.43,3.9,280.806,69.62,15225.15
2021-12-07,4686.75,1.48,3.9,280.806,71.94,15686.92
2021-12-08,4701.21,1.52,3.9,280.806,72.43,15786.99
2021-12-09,4667.45,1.49,3.9,280.806,70.87,15517.37
2021-12-10,4712.02,1.48,3.9,280.806,71.71,15630.6
2021-12-13,4668.97,1.42,3.9,280.806,71.19,15413.28
2021-12-14,4634.09,1.44,3.9,280.806,70.57,15237.64
2021-12-15,4709.85,1.47,3.9,280.806,70.89,15565.58
2021-12-16,4668.67,1.44,3.9,280.806,72.34,15180.43
2021-12-17,4620.64,1.41,3.9,280.806,70.93,15169.68
2021-12-20,4568.02,1.43,3.9,280.806,68.69,14980.94
2021-12-21,4649.23,1.48,3.9,280.806,71.1,15341.09
2021-12-22,4696.56,1.46,3.9,280.806,72.82,15521.89
2021-12-23,4725.79,1.5,3.9,280.806,73.89,15653.37
2021-12-24,4725.79,1.5,3.9,280.806,73.89,15653.37
2021-12-27,4791.19,1.48,3.9,280.806,75.49,15871.26
2021-12-28,4786.35,1.49,3.9,280.806,76.01,15781.72
2021-12-29,4793.06,1.55,3.9,280.806,76.58,15766.22
2021-12-30,4778.73,1.52,3.9,280.806,76.83,15741.56
2021-12-31,4766.18,1.52,3.9,280.806,75.33,15644.97
2022-01-01,4766.18,1.52,4.0,282.542,75.33,15644.97
2022-01-03,4796.56,1.63,4.0,282.542,75.99,15832.8
2022-01-04,4793.54,1.66,4.0,282.542,77.0,15622.72
2022-01-05,4700.58,1.71,4.0,282.542,77.83,15100.17
2022-01-06,4696.05,1.73,4.0,282.542,79.47,15080.86
2022-01-07,4677.03,1.76,4.0,282.542,79.0,14935.9
2022-01-10,4670.29,1.78,4.0,282.542,78.11,14942.83
2022-01-11,4713.07,1.75,4.0,282.542,81.17,15153.45
2022-01-12,4726.35,1.74,4.0,282.542,82.51,15188.39
2022-01-13,4659.03,1.7,4.0,282.542,81.97,14806.81
2022-01-14,4662.85,1.78,4.0,282.542,83.82,14893.75
2022-01-17,4662.85,1.78,4.0,282.542,83.82,14893.75
2022-01-18,4577.11,1.87,4.0,282.542,85.42,14506.9
2022-01-19,4532.76,1.83,4.0,282.542,86.84,14340.26
2022-01-20,4482.73,1.83,4.0,282.542,86.29,14154.02
2022-01-21,4397.94,1.75,4.0,282.542,85.16,13768.92
2022-01-24,4410.13,1.75,4.0,282.542,84.48,13855.13
2022-01-25,4356.45,1.78,4.0,282.542,86.61,13539.29
2022-01-26,4349.93,1.85,4.0,282.542,88.33,13542.12
2022-01-27,4326.51,1.81,4.0,282.542,87.61,13352.78
2022-01-28,4431.85,1.78,4.0,282.542,87.67,13770.57
2022-01-31,4515.55,1.79,4.0,282.542,89.16,14239.88
2022-02-01,4546.54,1.81,3.9,284.525,88.22,14346.0
2022-02-02,4589.38,1.78,3.9,284.525,88.16,14417.55
2022-02-03,4477.44,1.82,3.9,284.525,90.17,13878.82
2022-02-04,4500.53,1.93,3.9,284.525,92.27,14098.01
2022-02-07,4483.87,1.92,3.9,284.525,91.25,14015.67
2022-02-08,4521.54,1.96,3.9,284.525,89.32,14194.45
2022-02-09,4587.18,1.94,3.9,284.525,89.57,14490.37
2022-02-10,4504.08,2.03,3.9,284.525,89.83,14185.64
2022-02-11,4418.64,1.92,3.9,284.525,93.1,13791.15
2022-02-14,4401.67,1.98,3.9,284.525,95.52,13790.92
2022-02-15,4471.07,2.05,3.9,284.525,92.07,14139.76
2022-02-16,4475.01,2.03,3.9,284.525,93.83,14124.09
2022-02-17,4380.26,1.97,3.9,284.525,91.78,13716.72
2022-02-18,4348.87,1.92,3.9,284.525,91.26,13548.07
2022-02-21,4348.87,1.92,3.9,284.525,91.26,13548.07
2022-02-22,4304.76,1.94,3.9,284.525,92.11,13381.52
2022-02-23,4225.5,1.99,3.9,284.525,92.14,13037.49
2022-02-24,4288.7,1.96,3.9,284.525,92.77,13473.59
2022-02-25,4384.65,1.97,3.9,284.525,91.68,13694.62
2022-02-28,4373.94,1.83,3.9,284.525,96.13,13751.4
2022-03-01,4306.26,1.72,3.7,287.467,103.66,13532.46
2022-03-02,4386.54,1.86,3.7,287.467,110.74,13752.02
2022-03-03,4363.49,1.86,3.7,287.467,107.69,13537.94
2022-03-04,4328.87,1.74,3.7,287.467,115.77,13313.44
2022-03-07,4201.09,1.78,3.7,287.467,119.26,12830.96
2022-03-08,4170.7,1.86,3.7,287.467,123.64,12795.55
2022-03-09,4277.88,1.94,3.7,287.467,108.81,13255.55
2022-03-10,4259.52,1.98,3.7,287.467,105.93,13129.96
2022-03-11,4204.31,2.0,3.7,287.467,109.31,12843.81
2022-03-14,4173.11,2.14,3.7,287.467,103.22,12581.22
2022-03-15,4262.45,2.15,3.7,287.467,96.42,12948.62
2022-03-16,4357.86,2.19,3.7,287.467,94.85,13436.55
2022-03-17,4411.67,2.2,3.7,287.467,102.97,13614.78
2022-03-18,4463.12,2.14,3.7,287.467,104.69,13893.84
2022-03-21,4461.18,2.32,3.7,287.467,112.14,13838.46
2022-03-22,4511.61,2.38,3.7,287.467,111.03,14108.82
2022-03-23,4456.24,2.32,3.7,287.467,114.89,13922.6
2022-03-24,4520.16,2.34,3.7,287.467,114.2,14191.84
2022-03-25,4543.06,2.48,3.7,287.467,116.2,14169.3
2022-03-28,4575.52,2.46,3.7,287.467,107.55,14354.9
2022-03-29,4631.6,2.41,3.7,287.467,104.25,14619.64
2022-03-30,4602.45,2.35,3.7,287.467,107.81,14442.27
2022-03-31,4530.41,2.32,3.7,287.467,100.53,14220.52
2022-04-01,4545.86,2.39,3.7,288.582,99.32,14261.5
2022-04-04,4582.64,2.42,3.7,288.582,103.29,14532.55
2022-04-05,4525.12,2.54,3.7,288.582,101.98,14204.17
2022-04-06,4481.15,2.61,3.7,288.582,96.39,13888.82
2022-04-07,4500.21,2.66,3.7,288.582,96.05,13897.3
2022-04-08,4488.28,2.72,3.7,288.582,98.35,13711.0
2022-04-11,4412.53,2.79,3.7,288.582,94.22,13411.96
2022-04-12,4397.45,2.72,3.7,288.582,100.52,13371.57
2022-04-13,4446.59,2.7,3.7,288.582,104.26,13643.59
2022-04-14,4392.59,2.83,3.7,288.582,106.84,13351.08
2022-04-15,4392.59,2.83,3.7,288.582,106.84,13351.08
2022-04-18,4391.69,2.85,3.7,288.582,108.24,13332.36
2022-04-19,4462.21,2.93,3.7,288.582,102.54,13619.66
2022-04-20,4459.45,2.85,3.7,288.582,102.56,13453.07
2022-04-21,4393.66,2.9,3.7,288.582,103.89,13174.65
2022-04-22,4271.78,2.9,3.7,288.582,102.86,12839.29
2022-04-25,4296.12,2.81,3.7,288.582,99.6,13004.85
2022-04-26,4175.2,2.77,3.7,288.582,102.62,12490.74
2022-04-27,4183.96,2.82,3.7,288.582,101.96,12488.93
2022-04-28,4287.5,2.85,3.7,288.582,105.47,12871.53
2022-04-29,4131.93,2.89,3.7,288.582,104.59,12334.64
2022-05-01,4131.93,2.89,3.6,291.299,104.59,12334.64
2022-05-02,4155.38,2.99,3.6,291.299,105.18,12536.02
2022-05-03,4175.48,2.97,3.6,291.299,102.53,12563.76
2022-05-04,4300.17,2.93,3.6,291.299,107.84,12964.86
2022-05-05,4146.87,3.05,3.6,291.299,108.17,12317.69
2022-05-06,4123.34,3.12,3.6,291.299,109.72,12144.66
2022-05-09,3991.24,3.05,3.6,291.299,103.08,11623.25
2022-05-10,4001.05,2.99,3.6,291.299,99.74,11737.67
2022-05-11,3935.18,2.91,3.6,291.299,105.5,11364.24
2022-05-12,3930.08,2.84,3.6,291.299,106.15,11370.96
2022-05-13,4023.89,2.93,3.6,291.299,110.52,11805.0
2022-05-16,4008.01,2.88,3.6,291.299,114.07,11662.79
2022-05-17,4088.85,2.98,3.6,291.299,112.31,11984.52
2022-05-18,3923.68,2.89,3.6,291.299,109.67,11418.15
2022-05-19,3900.79,2.84,3.6,291.299,112.21,11388.5
2022-05-20,3901.36,2.78,3.6,291.299,112.63,11354.62
2022-05-23,3973.75,2.86,3.6,291.299,110.32,11535.27
2022-05-24,3941.48,2.76,3.6,291.299,112.55,11264.45
2022-05-25,3978.73,2.75,3.6,291.299,112.88,11434.74
2022-05-26,4057.84,2.75,3.6,291.299,116.19,11740.65
2022-05-27,4158.24,2.74,3.6,291.299,114.96,12131.13
2022-05-30,4158.24,2.74,3.6,291.299,114.96,12131.13
2022-05-31,4132.15,2.85,3.6,291.299,114.38,12081.39
2022-06-01,4101.23,2.94,3.6,295.072,115.26,11994.46
2022-06-02,4176.82,2.92,3.6,295.072,116.88,12316.9
2022-06-03,4108.54,2.96,3.6,295.072,118.97,12012.73
2022-06-06,4121.43,3.04,3.6,295.072,118.41,12061.37
2022-06-07,4160.68,2.98,3.6,295.072,119.55,12175.23
2022-06-08,4115.77,3.03,3.6,295.072,121.94,12086.27
2022-06-09,4017.82,3.04,3.6,295.072,121.52,11754.23
2022-06-10,3900.86,3.15,3.6,295.072,120.73,11340.02
2022-06-13,3749.63,3.43,3.6,295.072,120.92,10809.23
2022-06-14,3735.48,3.49,3.6,295.072,118.92,10828.35
2022-06-15,3789.99,3.33,3.6,295.072,115.32,11099.15
2022-06-16,3666.77,3.28,3.6,295.072,117.56,10646.1
2022-06-17,3674.84,3.25,3.6,295.072,109.56,10798.35
2022-06-20,3674.84,3.25,3.6,295.072,109.56,10798.35
2022-06-21,3764.79,3.31,3.6,295.072,110.49,11069.3
2022-06-22,3759.89,3.16,3.6,295.072,106.22,11053.08
2022-06-23,3795.73,3.09,3.6,295.072,105.75,11232.19
2022-06-24,3911.74,3.13,3.6,295.072,109.07,11607.62
2022-06-27,3900.11,3.2,3.6,295.072,111.44,11524.55
2022-06-28,3821.55,3.2,3.6,295.072,113.66,11181.54
2022-06-29,3818.83,3.1,3.6,295.072,111.65,11177.89
2022-06-30,3785.38,2.98,3.6,295.072,107.76,11028.74
2022-07-01,3825.33,2.88,3.5,294.94,110.3,11127.85
2022-07-04,3825.33,2.88,3.5,294.94,110.3,11127.85
2022-07-05,3831.39,2.82,3.5,294.94,101.55,11322.24
2022-07-06,3845.08,2.93,3.5,294.94,100.31,11361.85
2022-07-07,3902.62,3.01,3.5,294.94,104.62,11621.35
2022-07-08,3899.38,3.09,3.5,294.94,106.78,11635.31
2022-07-11,3854.43,2.99,3.5,294.94,106.09,11372.6
2022-07-12,3818.8,2.96,3.5,294.94,97.69,11264.73
2022-07-13,3801.78,2.91,3.5,294.94,98.44,11247.58
2022-07-14,3790.38,2.96,3.5,294.94,97.79,11251.19
2022-07-15,3863.16,2.93,3.5,294.94,99.59,11452.42
2022-07-18,3830.85,2.96,3.5,294.94,104.48,11360.05
2022-07-19,3936.69,3.01,3.5,294.94,106.12,11713.15
2022-07-20,3959.9,3.04,3.5,294.94,104.45,11897.65
2022-07-21,3998.95,2.91,3.5,294.94,98.44,12059.61
2022-07-22,3961.63,2.77,3.5,294.94,97.71,11834.11
2022-07-25,3966.84,2.81,3.5,294.94,99.83,11782.67
2022-07-26,3921.05,2.81,3.5,294.94,97.74,11562.57
2022-07-27,4023.61,2.78,3.5,294.94,100.03,12032.42
2022-07-28,4072.43,2.68,3.5,294.94,99.11,12162.59
2022-07-29,4130.29,2.67,3.5,294.94,101.31,12390.69
2022-08-01,4118.63,2.6,3.6,295.162,96.59,12368.98
2022-08-02,4091.19,2.75,3.6,295.162,97.14,12348.76
2022-08-03,4155.17,2.73,3.6,295.162,93.25,12668.16
2022-08-04,4151.94,2.68,3.6,295.162,91.29,12720.58
2022-08-05,4145.19,2.83,3.6,295.162,91.77,12657.55
2022-08-08,4140.06,2.77,3.6,295.162,93.52,12644.46
2022-08-09,4122.47,2.8,3.6,295.162,93.18,12493.93
2022-08-10,4210.24,2.78,3.6,295.162,94.68,12854.8
2022-08-11,4207.27,2.87,3.6,295.162,97.02,12779.91
2022-08-12,4280.15,2.84,3.6,295.162,94.86,13047.19
2022-08-15,4297.14,2.79,3.6,295.162,92.24,13128.05
2022-08-16,4305.2,2.82,3.6,295.162,89.23,13102.55
2022-08-17,4274.04,2.89,3.6,295.162,90.85,12938.12
2022-08-18,4283.74,2.88,3.6,295.162,93.2,12965.34
2022-08-19,4228.48,2.98,3.6,295.162,93.55,12705.22
2022-08-22,4137.99,3.03,3.6,295.162,93.42,12381.57
2022-08-23,4128.73,3.05,3.6,295.162,96.46,12381.3
2022-08-24,4140.77,3.11,3.6,295.162,95.52,12431.53
2022-08-25,4199.12,3.03,3.6,295.162,93.33,12639.27
2022-08-26,4057.66,3.04,3.6,295.162,93.63,12141.71
2022-08-29,4030.61,3.12,3.6,295.162,97.4,12017.67
2022-08-30,3986.16,3.11,3.6,295.162,92.08,11883.14
2022-08-31,3955.0,3.15,3.6,295.162,90.09,11816.2
2022-09-01,3966.85,3.26,3.5,296.421,87.09,11785.13
2022-09-02,3924.26,3.2,3.5,296.421,87.29,11630.86
2022-09-05,3924.26,3.2,3.5,296.421,87.29,11630.86
2022-09-06,3908.19,3.33,3.5,296.421,87.35,11544.91
2022-09-07,3979.87,3.27,3.5,296.421,82.5,11791.9
2022-09-08,4006.18,3.29,3.5,296.421,84.04,11862.13
2022-09-09,4067.36,3.33,3.5,296.421,87.27,12112.31
2022-09-12,4110.41,3.37,3.5,296.421,88.18,12266.41
2022-09-13,3932.69,3.42,3.5,296.421,87.84,11633.57
2022-09-14,3946.01,3.41,3.5,296.421,88.88,11719.68
2022-09-15,3901.35,3.45,3.5,296.421,85.72,11552.36
2022-09-16,3873.33,3.45,3.5,296.421,85.57,11448.4
2022-09-19,3899.89,3.49,3.5,296.421,86.15,11535.02
2022-09-20,3855.93,3.57,3.5,296.421,84.69,11425.05
2022-09-21,3789.93,3.51,3.5,296.421,83.38,11220.19
2022-09-22,3757.99,3.7,3.5,296.421,84.02,11066.81
2022-09-23,3693.23,3.69,3.5,296.421,79.07,10867.93
2022-09-26,3655.04,3.88,3.5,296.421,77.17,10802.92
2022-09-27,3647.29,3.97,3.5,296.421,78.91,10829.5
2022-09-28,3719.04,3.72,3.5,296.421,82.61,11051.64
2022-09-29,3640.47,3.76,3.5,296.421,81.78,10737.51
2022-09-30,3585.62,3.83,3.5,296.421,79.91,10575.62
2022-10-01,3585.62,3.83,3.6,297.979,79.91,10575.62
2022-10-03,3678.43,3.67,3.6,297.979,84.05,10815.43
2022-10-04,3790.93,3.62,3.6,297.979,86.87,11176.41
2022-10-05,3783.28,3.76,3.6,297.979,88.22,11148.64
2022-10-06,3744.52,3.83,3.6,297.979,88.9,11073.31
2022-10-07,3639.66,3.89,3.6,297.979,93.07,10652.4
2022-10-10,3612.39,3.89,3.6,297.979,91.6,10542.1
2022-10-11,3588.84,3.93,3.6,297.979,89.75,10426.19
2022-10-12,3577.03,3.91,3.6,297.979,87.83,10417.1
2022-10-13,3669.91,3.97,3.6,297.979,89.59,10649.15
2022-10-14,3583.07,4.0,3.6,297.979,86.1,10321.39
2022-10-17,3677.95,4.02,3.6,297.979,86.0,10675.8
2022-10-18,3719.98,4.01,3.6,297.979,83.29,10772.4
2022-10-19,3695.16,4.14,3.6,297.979,86.0,10680.51
2022-10-20,3665.78,4.24,3.6,297.979,86.02,10614.84
2022-10-21,3752.75,4.21,3.6,297.979,85.47,10859.72
2022-10-24,3797.34,4.25,3.6,297.979,86.12,10952.61
2022-10-25,3859.11,4.1,3.6,297.979,86.93,11199.12
2022-10-26,3830.6,4.04,3.6,297.979,89.39,10970.99
2022-10-27,3807.3,3.96,3.6,297.979,89.06,10792.67
2022-10-28,3901.06,4.02,3.6,297.979,87.85,11102.45
2022-10-31,3871.98,4.1,3.6,297.979,86.54,10988.15
